content,sentiment
bed gonna read new moon little late night night xxx,sadness
sad read,fun
probably kinda expensive work people weekends work,sadness
lulus scottish accent britains got talent makes sad scottish just coz falconers dont play accent,sadness
knew idiot,hate
husband golfing amp toddler shall frolic consummate mama im happy day,happiness
bye twitter amp fb world im san francisco airport ready board air china sure ill internet access,happiness
gooooooooood im complete nut case,relief
wth happening neck definitely stiff neck,love
ughhhh sad day,worry
u fighting,surprise
john lennon poster inner fan girl dancing joy,happiness
probably best birthday ive got spend favorite people,happiness
yea tough going im sure worth,neutral
4 tries 2 arms successful look like junkie,worry
thought weeki think week ohmygod tell week,worry
evening yorkshires warm overcast hows nz dont tell dark lol,worry
didnt job stuff magazine dammit amazing oh,sadness
moses girlfriend broke,worry
upssher writen like chesca,neutral
prayin dad wellington fl live welly pray,worry
know feel takes far time life,sadness
depends drinking drinking mates joke fails,fun
cigarette relaxing,neutral
kill pt 2 love em wish wold make like,love
angry sad happy excited hate moods change right immensely sad,sadness
scooby hes different rest,neutral
surfs week starting afternoon,neutral
mondays agenda classfinal semester work sorority meeting happy hour,happiness
fun day boo short fun,happiness
wish cost lot parents wont let,worry
morning david safe journey enjoy time states xxx,love
funtime lot fun finally,relief
feels great solving minor long term problem 3ds max just maybe try animating avatar xd,relief
hi everybody im having lunch break work enjoying nice cup coffee,love
damn does long install sbs2008,worry
sleeping interupted jackhammers 9am damn universe says intil 3am cause thougth id sleeping,surprise
iphone soon theyre adding autofill logins wont type everytime,neutral
happened phone,worry
wired article mentioned r didnt rstats,worry
love learn trapeze ive wanted kid sadly theres place live teaches,sadness
sucks,hate
mines curly atm want straight lmao,love
seriously bored,sadness
dropped baton 4x1 im getting ready open 400 wish luck,worry
thx followfriday im afraid ive remiss blips lately,sadness
hugged hater 2day told nobitchassnessfriday im trouble cursing mgr,surprise
uk phone service oh yea sick cough sniff,worry
,sadness
water park today jealous looking pic,fun
ew used quotsuicidesquot mid school mix like 5 sodas drink think remember enjoying,neutral
pos,neutral
doesnt look good,worry
wendy going wish,neutral
just home im usually mr positive daze 15 mins tomorrow,happiness
way 2 work damn sinus headaches suck,hate
fantastic pick hooker,fun
middetox wont eat,neutral
thx ur msg awesome luv new single xoxo,fun
thats awesome believe poster havent seen,love
ahhh 7 meetings thanks reimer,surprise
sun,surprise
think ive buggered mobile ack stubborn arse refuse new,sadness
good morning,happiness
heard disappointing disappointed ive seen waste c bale,sadness
adidas josh denyer xoxoxoxoxoxo,neutral
gaahhhh want comet09 stream,neutral
going 2 watch dogtown hope sad,worry
thnx 4 follow,happiness
im sure youll new set challenges twitter best luck,worry
blouse ahahaha gave money went wheres mom,happiness
want know 6 tried ask pkia reply change status away,sadness
starting sad,sadness
peer trained peer taught peer learning,happiness
time late wanna sleep miss mere,sadness
wait till vacation ends u shud cycling lot,worry
doing homework going bed leave 650 tomorrow morning work wont till 6,happiness
gravity wont let,sadness
loved head heels fave movies looked stunning night,love
acquiring centos live cd did memory stick like boot wonder left home,surprise
haha damn inviting,happiness
dont wanna bed wanna sleep open store work,sadness
peewee napping couch,neutral
knows 3 dishes torta hotdog amp itlog hurrah,love
belly achelulzim sorry ginger ale,neutral
bought ties,neutral
im girl guy,neutral
sacto babies kennel,fun
cont small children puppies cleche sarcasm annoying bcreative thats harrd,sadness
haha yes,happiness
getting ready work,neutral
hurt left knee night hurts walk,worry
hahaaaha,happiness
canalway cavalcade little venice near warwick avenue today,sadness
tweetdeck languishing api hell,hate
thats nice hear love youre best friend sister hug u,love
erocka ruler called gets love whats,surprise
expensive workers welfare shit,sadness
hahahaha watching 106 miss oceans 10,happiness
just missed 940 sure ill make,love
speedbumps suck u gotta piss,fun
going bed goodnight,happiness
shuld dance like seriously best thing haha yu tomoro,fun
work,neutral
oh yeah lots rambly goodness lol mail bed early probably im insomniac huh,happiness
just helped save runaway dog didnt want friend,sadness
oh thats bad mistake managed pass maybe isnt bad thinks,worry
just saw baby dove fall tree break neck die tried save cruel world,sadness
ha youre righti know youre right,surprise
sitting kids school listening moms discuss daughters women feel unsafe,worry
priests really good guess wouldnt welcome late late moment,love
matt weiters bat fly rf,neutral
flights booked plus ggd2 1st birthday miss especially missed ggd1,happiness
wow going war korea goes chances grandma,worry
turning loooong day just got new edition esquire going fantasize day look like megan fox,love
takes soooo dragging ass,worry
damnit sucks ones thought id drag lol,sadness
games cruel theyre real like night won 128600 wheel fortune,surprise
hey left nipple respond bacc,worry
fiscally responsible fiscally rated,sadness
oh dont really opinion way just night rip,neutral
gratiss,neutral
lol lets quickly,happiness
dont want ugly anymore,sadness
really wanted watch mary poppins sing,love
think got little bit tan today,worry
doctor laughs oh s patient arkham aslyum work,happiness
mean im just figuring work,neutral
rid followers step 1 announce youre unfollowing people shits assumes mean,hate
damn got excited hahaha,happiness
just moldy squishy reasons non cracker based foods arent allowed play room moms away,worry
going cincinnati day sundayvisitin old friendbrother korea date special,happiness
gasp 10 followers feel famous used think famous grew day lol oh cheers norm peeps,surprise
thank,relief
lol okay just songs catchy stuck head,happiness
watching cavs game lebron james newest love 36 pts cavs 17 lebron,love
6am sunday going meet mom breakfast beach,happiness
hope ya sleepin guys,worry
want come,worry
finito hunk ah hunk burning love believe camera phone stuffed stupid blurryness,fun
sabi ko nga lighting hazardous health got shoes thanks love,neutral
seat loner starbucks,sadness
way home,neutral
like gotta pretty damn desperate attention lol poor keanu,worry
used ferris buhlers day offnow im graduate sotaboyscom,neutral
listening echo gorilla zoe ahh love song,love
reupload damn thing,hate
pano yan di na ako student technically,neutral
im glad youre lot happier barakitten lt3 yah july,happiness
watching alias beginning approximately 117th time,neutral
fuckahaha hate life reply bad things wasnt bad kidding fml,sadness
just slept entire flight woke fact girl watching chitty chitty bang bang,neutral
woke 830amnow 1030am clue,worry
shattered long week thats pity tomorrow night,worry
felt nice staying outside long definitely getting burned hurricane season,neutral
hmmmm thats nice think help im hungry food office,worry
hugs,love
hello new followers suddenly lot little time round,happiness
gonna round dvds sell miss need money,neutral
glad make,worry
just finished work nd waiting freezing cold drinking mango magic haha fail tt mama wheree yu im cold,relief
hes friend went bf t read,neutral
sitting thinking warm wishing wasnt things sort driving bonkers,worry
whats twatter lately replies dont turn,worry
internet wtf think im gonna sleep afterward internet driving crazyyy,hate
cal dachshund rescue home foster pup max im soooooo sad leave,sadness
im sure youll fine learnt,worry
yeah dude mike,neutral
feeling good kinda tired miss wait grad weekend,sadness
bgt best song,neutral
good morning thanks following cheers,neutral
wish camera cause really wanna record,love
congrats,love
covershots kelana jaya carter amp nicoles wedding,neutral
oh really hello,surprise
dude totally sell denton musician profit,neutral
buy ipod apps later hmmm,neutral
means youll leave,neutral
kno kknow sigh sux,hate
know hahah xd cha doin,sadness
crutches,surprise
listening mendelssohn italian symphony lovely,love
flavor day,worry
got right bad headache,sadness
love comeback stay tuned fellows follow people youll turn followers,happiness
volunteering syndrome indiana wednesday,neutral
yes wants cookie especially archie got cookie rp mark date,worry
love website wish lived closer sample cupcakey treats,love
ive heard basment jaxxs new song quotraindropsquotthats fantastic makes dancing wait fuji rock festival,happiness
exact moment decided point life going adopt child,neutral
got remedies neck pain havent able turn head properly bad twinge days,hate
french isnt meant taught asians,hate
good hear allah aapko sehat y,neutral
glad home punched late today tired thank goodness tonight make sure fun today,happiness
wishing rain stay away pool,worry
believes creativity cooking limited imagination guess applies things like photography,neutral
huh im crying did u forget,worry
im dizzy im page chapter 73 plops head,sadness
uh oh,neutral
potential winner think quite easy code sit,neutral
computer pissing 4 gig ram 25ghz dual core vista freezesfuck microsofti want win 7,hate
aww okwe ended getting later expected didnt goi called able c u n austin,relief
remember spok5,neutral
u goin,neutral
trusty hair tie hair spill place runmoms bands doesnt work menormal ones hurt,sadness
nope especially just got theyre settling,neutral
nursing sore today,neutral
computer remains dead,worry
saw red audi highway sped uo hoping loss,surprise
nat twitter acct,surprise
left naked little ass bed feet stll hurt nite,love
im disgusted baron spelling lessons homie haha quoteffortquot quotteamquot r u shwasty shloshed love,sadness
wanna vote miley cyrus mtv movie awardsbut dont know somebody send link thaank lt3,relief
yeah revision gonna starbucks instead,neutral
sexy 2 tubes sticking stomach thanks,relief
wish seen girls today crowd haah hope fun,love
sooooo tired wants crawl bed,worry
know im hoping got sesame oil loves hell let slide fingers crossed,fun
born raised nyc living texas past 10 years miss ny,neutral
hmm following think declined thehodgecouk inclusion network,neutral
watching blood veoh episode 19 love musicwishing watch live action old,love
late night fun friend early morning wake ups make zeb grumpy girl,fun
yesbut im going paid pub,sadness
goodnight ipod old mp3 playerwell long holds xxx,worry
know just sounded really stupid having 2 jobs sucks dont like feeling like feel bitter angry 70,worry
looong day 8 houuurs work 5 minute shower shane man hear bed calllling bunch,fun
europe bound,neutral
happy mothers day mum,love
created account just chance chat admire youre amazing inspire write lt3,happiness
iva miss yoo sweet xx,love
hmmm sisch amp sound design say soon mean weeks,sadness
know need im fan daily rainhumidity amp im native ill enjoy dry lasts,worry
hair looks sooo short,worry
heres follower count,neutral
oh jess hope person ok,worry
woke,neutral
having fun traditional family dinner party mothers day,happiness
yeah love hawaiian outfit reused rugby 7 year,happiness
worked cool gang,relief
wtf wtf wtf dont share videos time man,surprise
come chile acdc fine,worry
awpoor thing,sadness
friday usually start awsomeim sure thatll time gotta shake,worry
thanks,happiness
im excited u forever lil shan shan gettin married ps did u really tattoo lol,love
ive got idea reach birthday brunch location roads west jkt clueless,neutral
having good day havent good week forreal,sadness
tell obvious real life makes great entertainment tv great try figure killer,surprise
research article,fun
epicfail joseph class long liao,neutral
house home playing guitar guitar hero loud,love
just booked appointment blood 1820pm 2nd june scared,surprise
good morning,neutral
bank holiday mondays rock particularly follow kind sunday just,happiness
knew shouldnt confessed using phone look answers pub quiz shame,sadness
writing tweet,neutral
simple recipe creamy spaghetti bacon corn mushrooms peppers,neutral
hi susan read blog really good look forward tweet updates,happiness
sent u dmshollaback,neutral
oh great radio disney doesnt crash latest webkit kid run hey wait,happiness
100th post dedicated sarahsunny weatherand love snakes plane bring song died,happiness
working woo hoo alas unable obtain elita1 daughter 80,happiness
nice just water haha lucky exams yeah im okay just worried exams,worry
maccabees new album winner everybody listen fact,happiness
head feels like going explode,worry
happy camper having good day,sadness
4th starwarsday,happiness
yummy im eating bagels,happiness
ok im passs tonight lovely buenas noches mi gente tomorrow shall party,happiness
work house boo,neutral
yea just confirmed game patched lol guess youll help tomorrow,surprise
hello sounds good count follow,love
arnold california aka best place everwish come,love
work day walk outprocess happy step closer really want 2,happiness
tweet whore 10000 tweets,surprise
ok mate stayed losers arent,worry
welcome home glad home safe,relief
itouch 64577 billionth time n need sleep,worry
vickyt losing demi miley,neutral
bye movies jake,love
amy meredith soccer team news soccer team won aswell xx,happiness
major fail asked,worry
oh hate friday evening,hate
awesome congrats completing believe cycled distance cottage 1 day,fun
happy mothers day oprah youre mom girls,love
youre welcome doors wide zimmer frame,worry
ahhh like hoppusday im spazz,worry
sure like way learn new language prefer quoton locationquot practice ask qs answers,neutral
mentioned love ellen lot,love
thats great forced miss leave work,fun
dont know writing exam essay weekend,worry
longer biz thing survived marriage good inlaws,worry
car definately going written garage rang said work cost 3k insurance,worry
maintanance end like backup stuff,worry
biiig headache,worry
naughty girl tonight dissappointed,worry
way work wish days,worry
low low low low low low low low low,sadness
greg pritchard robbed ii gutted words,worry
omg concert awesome madrigals gave chills piecebrooks called alumni didnt,happiness
good morning,happiness
haha love surprises dont work til sunday tho wait,surprise
actually watch yes admit popular culture doesnt define christianity,worry
haiszt im office doing tweet haha fun,happiness
thanks ill guys furniture,neutral
wait 4 real bed haha,happiness
hahahaah lamo thats bad xdd want oneshot thurther hehe like bedroom xdd,love
just saw star trek hardcore fan really good,neutral
algebra test hours,worry
ive chosen grease,happiness
loved texas dislike needles interfere,love
need memorize julius caesar lines,neutral
great day today david write wonderful masterpieces,neutral
feel like shit cause sleep night went sleep 320 n bk 6 soooo tired,worry
imagine sayquotbitchquot lol ma d haha im cuz ur cool,surprise
lol u knew better ud better wouldnt wear uggs shoe weather awww rip stack b,fun
ruined perfectly delicious green smoothie throwing bag frozen strawberries freezer burn yum,worry
slacking earned d c bs school year bs esh,worry
want thought nba season year miami,sadness
ltltlt just like himym,surprise
quaterfinals charity football tournament penalty save sent,relief
quotyoull love thats really knowquot,love
fever,neutral
waiting aaron town leave work booo,sadness
guess freaky followers,relief
ahhh lincolnill runsee 2 hours,neutral
,neutral
just received mothers day card lovely daughter wishing happy mothers day,love
new work picture taken today hated looks like,hate
early wanna sleeep,sadness
haha im bored rite like headin vegas weekend,neutral
davey,neutral
actually play keyboards pohaku lol played 12st bday earlier im spinning shack,happiness
hi mary poppins,neutral
time got grizzly peak cameras capture sea fog engulfed,surprise
setting business hours 8am 6pm rush jobs considered norm,neutral
feel like crap right month school left fml hard,worry
oh lol sorry minds,surprise
hot damn im fucking disneyland,hate
going jacks dinner bff,happiness
did hear thanks ankit parlour hokeypokeybandra,fun
dont know lemme know come,neutral
just lovely lunch curried rice mussels baby octopus yum,happiness
bif doesnt come far south,worry
yo u love 1 twin lol,worry
want face somatic drawing david lanham want leopard theme somatic theme im sadim big fan,sadness
best check really,sadness
bit excited u bradie lol,surprise
miss k_ris punking everytime hung effnng,happiness
trying learn oral exam im distracted,neutral
35 ilycecily lt3,neutral
come chile band happens far away lol losing good live music,worry
idea haha xx,happiness
good moring gonna shower fix hair im going,neutral
welcome youre interested cheese hardly suggest follow,neutral
miss jack n box whataburger oooo taco cabanaaaaaa lmao,worry
sad john cryers exwife sarah trigger charged abusing son rope marks neck,worry
just sneezed times quick succession record,neutral
damn hate weather shit sucks wanted tonight n mess like,hate
day jury duty,sadness
sad u cancelled silverstone better u sandown park,sadness
thank jonas,neutral
mom happy present yayy,love
colorado belong,neutral
yay,love
invite house instead,happiness
hey sorry late leave 30 min rainchecktomorrow,worry
got fight ryan hes like crying im just dead inside sigggh,worry
sorry parking space just realized didnt delete sentence doing copyamppaste email,worry
dont noe eat breakfast hmmmmmmm im hungry,worry
s,neutral
dinner amp shower timethen revision 5 days left,neutral
probably best surprises everyou really amazing,happiness
fireflythats nathan fillion,neutral
cats enjoy sunbeams open windows think counts,love
left cali morningin dallas nowmissing car,sadness
shower time,sadness
george sad car ride dad,sadness
forget travel newark airport,worry
newbie twitter,neutral
says gots mom digital picture frame bout scan pics wedding n mushy stuff,love
rain delay,sadness
easy say walk away im sorry im ready havent finish caring,worry
confident moments baby thats just la la land demi lovato,neutral
did mention bf bubbled wsop employees event 12 hrs aa working doubles 6 weeks,neutral
housemate saw angel amp demons night left home looking forward seeing wanted 2 reminise,worry
yeah trimet says 1hr trip home 630645ish wed arrive just leaving,sadness
awww youll post pic bet itll look dead nice y,love
great amp joke thanks sharing,fun
ready,surprise
im sorry lol waitt think mum let bday stuff weekend,sadness
wants milk,sadness
oh emm gee quebec 16 days excited,happiness
damn thats favorite partlolok ill just stock alot,surprise
dont use twitterr,sadness
download speeds unlimited notice,worry
come reminds alot person completely broke heart cause just did,sadness
twittering 2 days,relief
chillin durban playing new puppy shes present uncle,neutral
1011pm todays drag bored im romance book prob wont til morn night twitter babes,worry
reception food long beach graduation champagne,happiness
got work paid r20 2l,hate
actually like job right permanent,worry
love song quottogetherquot thats quothisquot song mewell think,love
good morning dan bday plan getting exercise today love ya nyc,happiness
happy anniversary,love
haha nice thanks letting know,happiness
bad running,sadness
thought like getting ready weeks,neutral
iiii know mean,neutral
sadsorry hear sweet dog,worry
hope feel better soon,neutral
problem im finished logged mass hours week im paid pop,worry
want grape juice,neutral
im kinda tired sleep quotmigratequot got singing haha,fun
shoutz 2 mix site gonna b nervvoouuss,sadness
happy mothers day u mothers happy mothers day mothers miss mom,sadness
marley crying ball throwingkeeps eying door,worry
hes oh noes missed work insane band really taken havent moment,sadness
mcfly gig nightt omg amazin didnt sit thing mcfly did ma best mate tutus,happiness
horrible dream scary face im awake rest night god dammit,neutral
pinched nerve,neutral
cruising quotserious eats nyquot does bode future ga missing nyc gastronomical tour,worry
feeling pretty damn gud dont hangover nice feeling,worry
hhaha kewl dude u dont know amp does reason thats story mhmhmhdoes,neutral
oh actually old number ill change ends 023,neutral
yes addicted half twitter friend updates,neutral
pretty black flowers pink hues,happiness
w00t red wine,neutral
heyjust putting come townsville yearelton john came 06 n loved great,happiness
dream went evo fest didnt,sadness
feeling better coughing moving impossible,worry
omg supernatural good news week,happiness
listening del barrio records release think cmyk music competition minimal techno madrid land,neutral
getting quotrealquot kiokudb catalyst app yay,happiness
babe lt3,neutral
closed votingall u vote best movie hope win 4 yo daughter lovesss 2 sing quotthe climbquot,happiness
dont know time listen start,sadness
did watch,neutral
just snappys delivered tea ice cream love sister,love
hello hello hello u tonight,neutral
seeu shouldnt comin 4 city u comin 4,love
ah remember days youd sleep noon guess did today god feel like loser,sadness
left ipod car warm,worry
bit devastated lost entire documents folder home computer,worry
aww thats awesome fun assume,happiness
just saw 22nd june make think jenny miss,worry
weather starting better just shine,happiness
quotmonarchyquot gonna bleed dry slaves pigs dc dont reconize country anymore,sadness
watching boxing waiting hollywood tonight,neutral
clogging shoes,worry
horrible toothache wink sleep xx,worry
right iï½m stickler correct dpi export color value iï½m going dig possible,neutral
damn doesnt people conservative blackjack,worry
totally rock onnnn,love
watch thisits snowball dancing bird amp make dayi promise,surprise
need lele answer meeee haha,love
seen u couple times liked,love
truetrue hes xd,neutral
happened installing office mac badmicrosoft,neutral
nice dayand working,happiness
just got home partyyyy good time wait birthday 7 days,worry
thank need pass test,neutral
the_handsome_blue_beast hhihihuahauu,happiness
dream u didnt like,worry
depends ure applyn credit cards debit cards delhi got new credit card delivrd 14 hours,neutral
mmmm chocky cake oven smells delicious,worry
def cheese onion states 4 months finding bag saltampvinegarthey tasted great,happiness
sooo hard truck fish,fun
know yopu just got round watching cried,sadness
wishing marvelous misadventures flap jack dvd,love
bahaha weekends just short esp nice wanna stop time like evie outta world morning,worry
know dont tell dont know dad told famz think im taking online,worry
lost bowling suck,hate
rush lunchtime,worry
does like ups today,hate
lolhiiii maybe lay patron bottle water,happiness
just read twitter bio love clever cute im smiles,happiness
yay particular,surprise
just woke teeth really hurt rubber bands,worry
yeah really want probably winter able,surprise
glad know guys got safe great tonight wish,neutral
yay jack won downer ive just remembered friday meaning work tomorrow,worry
whew ok goodi really dont want happen friends loved wait talk monday class,love
midge definitely tie shes completely dumb yeah punkd,surprise
feeling breathing believing keeping mind gonna think let,love
pj days best days,happiness
dï½a sin sol grrrrrrr ï½why ï½whyyy,neutral
dont think just hired,sadness
ouch hate favourite items clothing ruined,worry
happy mothers day mothers,love
sucky day far hope gets better,sadness
wish going internet week,neutral
mommy coming home vegas tonight going pick later islip plane doesnt 1040 killme want mommy,worry
dicei searched quothelpquot areajust problem people hotoh,worry
working away just hopefully stays nice afternoon evening possible bbq weather,neutral
mini 10 order delayed add tv tuner 20,worry
yesterday didnt just lazy today dont feel good,worry
thank god havent quit day job ps turning 27 tomorrow just round 30,relief
good morning just went bed feels morninggoes fast going gym soon nice day,neutral
sucks man,sadness
page 6 ms twitterworld 26 votes,neutral
hey dont sorry absolutely understandable just poking little,neutral
apparently big fear swine flu passed seat subway morning,worry
thanks ill explain msn p hate spiders happened attacked xd,hate
getting hair donemissing,sadness
finally picked handwraps struggling wrap stronger hand defo got lot sooner,relief
lmao know pleaseeee reply got replies l x,worry
ipod touch brick,neutral
brittany moved,worry
think niece got sickee lame,happiness
ugh just realized completely redo tweetdeck groups pains computer wiped clean,worry
50 sooo better 65 biology scores bad,worry
wife took ï½20 mcdonalds breakfast today,worry
dont make plans mite tho b bothered 2 ma pjs,worry
good,love
u let kno ladys spayed potty trained wants,neutral
madly love rowwishing money,sadness
does,neutral
studying exam tomorrow 2 amp packin,worry
graduate 9am sunday june 14th,happiness
17 tonight,neutral
haha ty,happiness
thanks really fun love 60s romancescomedies used comedy imo,neutral
lunch interns,neutral
strange 99 char limit tweets ustream geogeektv live gt,surprise
pugged ready device updates feel free bombard time time actually,happiness
gossip girl amp pizza way thank lil babe,love
hmm pizza ages feel bit sick thatll teach,worry
phone dead sucks,hate
think getting cold,sadness
oh man wanna bay asap thank great day,happiness
quotits rape scream surprise firstquot customer just said haha lmao,happiness
just occured tonight cheris prom nighti suppose 970 miles makes kind difficult,worry
vienna sooo tired luggage lost manchester d great good outcome seminar mbs amp great people,hate
happy mothers day,love
supertarget didnt,neutral
lazy day staying foot possible,neutral
got live night vid comin soonnn,neutral
gotta bye twitterland good night ill try sleep recover easily sick bye,relief
just got homei work key 4 tomorrows douple shift,worry
happened,neutral
yealooks like issorry abt nt gettin touchwas hectic,worry
im actually starting quite like lily allen music honest,worry
sees finish line disappearing plethora emails wah,worry
climbed snowdon,love
train squeaky givin sore head bad work,hate
thats lame sorry,sadness
mothers day today,love
believe true fml quite phenomenonall thx superbad,neutral
hope promises kids dog moment couple flowers,neutral
drinking yay,happiness
tired friendster account,sadness
restoring new itouch 2 excited use yeeeeeeeee goodbye itouch 1,happiness
tomorrow,surprise
dat klinkt erg enthousiast,neutral
wow loves,worry
need new running shoes feet completely torn,sadness
metro trader joe 71st closed firemen cops wth happened walking home bus ohh,worry
families really feel people wish help,worry
absolutely love mike watts sexy heroes,love
yep worry,relief
hope migraine doesnt stick long,sadness
turn reportdone,neutral
staging consult ltr 2day beautiful town dundas x files filmed episode think ill run in2 david duchovny probably,worry
radio,neutral
cool liked germany awards saw tv cause come comet live xoxo,worry
cassidy butcking bitching lol win,hate
liked braid did guess relationship story metaphor sure hell did just confused,neutral
comon dude think things worst,sadness
love chocolate pms,love
use iphone app dev,worry
hey bye bye fun robluketic live gt,fun
miss,worry
wait till home life year wacky adventures day,happiness
earthand real love woo tila army,love
lol tweets fun follow dull moment kulps,fun
trusted matt life picture funnnn night,sadness
enjoyed star trek,fun
ha id kristen plenty free hugs sigh,sadness
okay im going bedtoodles twitts ive fun day,love
looks little quotfriedquot fun paul,worry
huge difference temperature time huh gotta love dc lol,fun
nice weatherlooks like going rain delhi,relief
know twitter depressing tonight,sadness
oh dear boyle staying,neutral
graveyard charged card twice correct total random amt nights atltweet tweetup check accounts,worry
just got baby sitting went,neutral
leaving work going crystal search license picking bia heading vegas ugh im tired,happiness
blimey youre suffering,worry
eh u dont like retro tisk tisk u upto apart waxing ur quotmustachequot lol,happiness
apple store mbp didnt replacement fan instock,neutral
lmfaoooo fucking love showwwww,love
feeling better did yesterday lay hate missed youth leader polar bear swim gotta love youth,neutral
lucky im working 4 hours,worry
thats really ultra sweet,fun
high school,neutral
says raining,neutral
saw nomes twitter im waking,worry
ahah oh yes forgot need earn money maybe jobs checkout chicks twitter takes,fun
home day scale 8 damn feel old compare haha cute,worry
guess im gonna try nap thing 2day kids havent cooperated week im sure 2day wont different,sadness
gf home couple minutes yay im tomorrow morning tweeple gonna monday,love
helping cousin ready 8th grade danceshe growing,worry
thanksmine wasnt bad card mom nice nap finished work wrote bills surprise,happiness
intel gfx driver situation better recent upgrades kernel 2630rc4 driver git suspend working fewer mem leaks,sadness
si pero parece que las personas facebook estan acuerdo probably wrong tried,worry
aweee im sorry deep u know love ya,worry
woken screamin lil nefuew,hate
way star trek,fun
friend help real friend help body,neutral
born,neutral
didnt include getaway music fail,sadness
hows translation going,worry
awwwww,hate
left brain right brain drugs,worry
,love
finally upgraded spotify premium exceeded threshold awesomeness time ago wheres iphone app amp remote,happiness
,sadness
haha wear blue heey ur watching jonas hahaha havent watched ep hope shows soonp,happiness
unfortunetly wish mean like twice yr theyll party,worry
snap grid just realized havent seen iqbal 5 days,neutral
joel mchale just puyallup fair reference soup love stuff snuggled bed best girls,love
wish smartphone irc app thatd pretty cool,worry
picture showing,neutral
hell raining hate rain,hate
says finally im home,relief
howz going hun,relief
spanish crap,sadness
gonna knit felted heart toy mum mothers day shes great really loves luv ya mummy,love
way sthlm maybe movie cool,relief
im drawning emails,hate
crabs amazingwell long theyre pants,fun
thanks feedback,happiness
thx ff followfriday,neutral
yes yes yes used song,fun
joining twitter,neutral
hehe yeah funny updating people random things amusing,worry
cries aj radio gone guess wont djing anymore fully fixed btw heaps homework long weekend,worry
washing clothes im tired,neutral
sunburned venice watching fred claussuch excitement,love
just cheese toast ham ready london,happiness
goooooooood mornin tweeps going awesome monday tell 8am inbox clean,surprise
job hunting yay,fun
oh god end dance sob,worry
officially unavailable best friend,neutral
ha im giving spymaster chance just curious miss u,neutral
sore head,neutral
wingman great weekend,happiness
havent heard saturday nights occasional sunday reruns,neutral
happy anoop day monica,worry
laptops thrown paddy bouncing half live set wavs need new laptop new copy ableton hey ho mtfbwy,neutral
pleeease reply,worry
ask mark old blink sense humor miss,sadness
funerals bueno,hate
list paid 5 21you gettin hot went outside,sadness
sweet dreams babe mwah,love
heart elvis,love
want walk x,surprise
hey old writing avoidance write 1 continuous flow non stop 4 10 minstrick use 2 loosen gremlins,neutral
busssssss yayyy,fun
just cake mi madre im goooooddd,love
following body twitter,worry
yeah ive seen guess ive really needed,surprise
undervote just going im overalled,love
wasnt supposed yesterday,worry
tonights snl does dissapoint lol,worry
thanks trying just good fathom ill apple store sigh,sadness
try read paul mckenna book make good advice bad traditional quotdietsquot,worry
fkkk nurses coughing lungs,hate
try soo hard toget want amp end having goose egg,worry
dream going graduation amp started cryingthen went home nap amp missed itthen bee stung,surprise
just handle tg,neutral
ok babe gotta work tweet later,neutral
happy birthday u happy birthday u happy birthday u happy birthday u happy birthday u,love
just got home work ready chill time shoot pm aim pillowtalk6188,fun
jodies played sims till daddy picked did yesterday basically social time,neutral
thanks alen submit community news error prove,relief
thank teaching values better person day love youre best mum world,love
lose gut lol seriously gained lil im liking looks,neutral
omg mummy bought icecream,happiness
hi uploaded 5 completely new chinese lessons wwwyoutubecomchineselearn feel free watch enjoy,neutral
awwwwweeee nick,neutral
fantastic opening flower drummers asian cast crew,love
sucks having fast internet dial sucks takes long load way won,hate
beans toast breakie gotta clean room study final cisco exam watch lost wait,happiness
plan spend money going,worry
hope roommates having good morning tp soap,fun
installing iphone ipod touch sdk 221,neutral
help talk losing fathers makes sad,worry
thinks pipers molars cutting nice lil nap girlnow just friday night home w lil ones,love
burnt lake,surprise
ate,surprise
guess ill drive hours,neutral
spoke class dreaded ch13 bio test,sadness
thanksbut happened,worry
morning tweets lt3 sky going start day right shopping park,love
vote rob,neutral
cost living cheap social life thats im scared boring having dull life,worry
thank,love
went bestbuy today pretty hp wanted look,worry
u mean jack barakats wow u gone house hehe mean ur ssoo lucky address,surprise
girl friend dropped,sadness
dont worry youll 38 soon,relief
dont believe puppy likes brussels sprouts,relief
going sleep now51009 gt happy mothers dayamphappy birthday,sadness
yeah text wnat car broken,worry
hope soon,relief
fost la obosessiona fost cam trist ca fost singurul treaz,neutral
happy mothers day moms youre awesome mom youll help savechuck,love
fuck awake 2 hate sickness,worry
kinda chickened,relief
equations graphs,neutral
just watched jonas funny,fun
honourary fluffette lovely hair whats left,fun
530 evening sunset time,happiness
sbarro dinner krispy kreme dessert mmmmm healthy,happiness
ack course im person think knows,fun
spoke soon nasty thunderstorm just came nowherei got soaked making quick run store,hate
caught herd somalions,worry
haha course thats favorite album time,happiness
hanging san fran airport got hour wait anywherebtw sfos 7 wifi garbage,hate
dere really tired eyes r really dry,neutral
gray hat python book reminded security tools python version specific pain need use,sadness
yes lol thats good remeber bottoms,happiness
sunday morning,relief
im sure btw yay wicked tickets thats awesome going,happiness
man im really hoping finish good vs evil contest entry time looking pretty good far,love
just amazinq qirlsniqhtout quess qreat excuse wear tiny dresses amp heels,happiness
happy mothers day moms moms,neutral
rishloves make smile,happiness
want sit amp relax little difficult,worry
sam year todayyyy,love
happy birthday ness,neutral
awww bless,neutral
just got nails n messed alejandra lt3,neutral
whipped topping shortcake shortcakefail,sadness
come nigguh thing going like phuket bali,neutral
